Transaction ID,Sales Date,Product Name,Category,Store,Region,Quantity,Sales Value,Cost,Sales Target
TX2502112049,2025-02-11,Boerewors,Processed,Polokwane,Limpopo,14,922.85,607.94,879.19
TX2502116883,2025-02-11,Beef Mince,Fresh,Pretoria,Gauteng,1,99.34,57.37,98.25
TX2502112703,2025-02-11,Boerewors,Processed,Johannesburg,Gauteng,13,810.85,523.83,829.03
TX2502117600,2025-02-11,Lamb Stew,RTE,Johannesburg,Gauteng,11,1188.99,784.71,1261.45
TX2502117487,2025-02-11,Rump Steak,Fresh,Pretoria,Gauteng,4,528.28,324.04,485.7
TX2502121388,2025-02-12,Chicken Wings,Fresh,Johannesburg,Gauteng,12,688.48,449.85,697.0
TX2502128640,2025-02-12,Rump Steak,Fresh,Pretoria,Gauteng,17,2384.87,1527.2,2365.89
TX2502124110,2025-02-12,Lamb Stew,RTE,Nelspruit,Mpumalanga,15,1729.36,1061.33,1692.08
TX2502125737,2025-02-12,Russians,Processed,Pretoria,Gauteng,16,755.32,456.12,735.91
TX2502124876,2025-02-12,Lamb Stew,RTE,Nelspruit,Mpumalanga,10,1103.06,740.93,1138.48
TX2502122169,2025-02-12,Lamb Stew,RTE,Polokwane,Limpopo,15,1686.21,1084.96,1723.63
TX2502128557,2025-02-12,Beef Mince,Fresh,Polokwane,Limpopo,11,1013.11,631.06,920.74
TX2502129808,2025-02-12,Mini Ribs,RTE,Pretoria,Gauteng,8,686.99,479.84,687.8
TX2502125484,2025-02-12,Chicken Wings,Fresh,Pretoria,Gauteng,15,799.1,457.14,827.44
TX2502122314,2025-02-12,Chicken Wings,Fresh,Pretoria,Gauteng,17,891.19,494.48,935.75
TX2502124437,2025-02-12,Russians,Processed,Pretoria,Gauteng,14,614.1,352.07,618.2
TX2502124648,2025-02-12,Beef Mince,Fresh,Johannesburg,Gauteng,6,566.37,329.85,573.74
TX2502122313,2025-02-12,Chicken Wings,Fresh,Polokwane,Limpopo,12,634.49,395.18,610.58
TX2502129631,2025-02-12,Boerewors,Processed,Pretoria,Gauteng,4,270.61,182.06,255.76
TX2502124168,2025-02-12,Chicken Wings,Fresh,Pretoria,Gauteng,5,272.82,177.42,291.27
TX2502124836,2025-02-12,Chicken Wings,Fresh,Johannesburg,Gauteng,13,691.92,462.72,645.84
TX2502121820,2025-02-12,Mini Ribs,RTE,Johannesburg,Gauteng,16,1490.01,957.24,1453.84
TX2502123824,2025-02-12,Boerewors,Processed,Nelspruit,Mpumalanga,8,516.33,354.67,559.68
TX2502126857,2025-02-12,Beef Mince,Fresh,Nelspruit,Mpumalanga,24,2275.94,1335.52,2451.15
TX2502127483,2025-02-12,Chicken Wings,Fresh,Polokwane,Limpopo,12,673.49,455.11,616.19
TX2502128208,2025-02-12,Chicken Wings,Fresh,Polokwane,Limpopo,9,471.64,292.04,445.35
TX2502124546,2025-02-12,Pork Chops,Fresh,Johannesburg,Gauteng,10,743.76,432.51,767.03
TX2502127748,2025-02-12,Lamb Stew,RTE,Polokwane,Limpopo,14,1581.54,933.52,1546.6
TX2502128022,2025-02-12,Chicken Wings,Fresh,Polokwane,Limpopo,4,221.34,153.89,214.01
TX2502129016,2025-02-12,Pork Chops,Fresh,Pretoria,Gauteng,19,1545.51,1060.48,1697.29
TX2502129411,2025-02-12,Lamb Stew,RTE,Polokwane,Limpopo,16,1813.59,1073.34,1982.31
TX2502122839,2025-02-12,Lamb Stew,RTE,Nelspruit,Mpumalanga,8,899.58,506.76,934.32
TX2502128719,2025-02-12,Chicken Wings,Fresh,Nelspruit,Mpumalanga,22,1235.34,836.19,1347.02
TX2502131593,2025-02-13,Rump Steak,Fresh,Polokwane,Limpopo,8,1080.63,708.86,1078.2
TX2502136402,2025-02-13,Pork Chops,Fresh,Johannesburg,Gauteng,1,77.05,52.38,71.04
TX2502137727,2025-02-13,Pork Chops,Fresh,Johannesburg,Gauteng,10,807.03,492.66,766.65
TX2502134931,2025-02-13,Pork Chops,Fresh,Pretoria,Gauteng,8,624.57,387.5,655.33
TX2502135140,2025-02-13,Russians,Processed,Pretoria,Gauteng,16,708.26,465.38,761.1
TX2502139149,2025-02-13,Boerewors,Processed,Nelspruit,Mpumalanga,12,776.24,460.01,797.65
TX2502137656,2025-02-13,Rump Steak,Fresh,Nelspruit,Mpumalanga,5,674.65,449.24,731.22
TX2502137868,2025-02-13,Lamb Stew,RTE,Polokwane,Limpopo,16,1720.15,1075.06,1661.04
TX2502136093,2025-02-13,Chicken Wings,Fresh,Nelspruit,Mpumalanga,12,658.16,425.11,660.8
TX2502132161,2025-02-13,Beef Mince,Fresh,Pretoria,Gauteng,3,280.98,172.77,264.44
TX2502133897,2025-02-13,Chicken Wings,Fresh,Johannesburg,Gauteng,8,460.83,273.11,433.59
TX2502133664,2025-02-13,Lamb Stew,RTE,Pretoria,Gauteng,11,1184.76,733.87,1233.51
TX2502136503,2025-02-13,Boerewors,Processed,Nelspruit,Mpumalanga,10,666.45,454.26,636.56
TX2502132155,2025-02-13,Boerewors,Processed,Polokwane,Limpopo,16,1008.97,575.62,1034.4
TX2502131599,2025-02-13,Rump Steak,Fresh,Pretoria,Gauteng,11,1500.02,1003.48,1396.67
TX2502136011,2025-02-13,Russians,Processed,Polokwane,Limpopo,6,260.85,151.59,234.89
TX2502136720,2025-02-13,Mini Ribs,RTE,Johannesburg,Gauteng,18,1637.92,952.14,1686.76
TX2502132906,2025-02-13,Rump Steak,Fresh,Polokwane,Limpopo,13,1800.38,1107.42,1961.26
TX2502142417,2025-02-14,Pork Chops,Fresh,Nelspruit,Mpumalanga,16,1210.92,825.49,1257.15
TX2502144719,2025-02-14,Mini Ribs,RTE,Pretoria,Gauteng,9,814.58,457.81,736.79
TX2502142029,2025-02-14,Russians,Processed,Pretoria,Gauteng,14,627.9,,616.74
TX2502145686,2025-02-14,Pork Chops,Fresh,Pretoria,Gauteng,1,81.25,49.42,81.36
TX2502143827,2025-02-14,Pork Chops,Fresh,Nelspruit,Mpumalanga,20,1571.7,981.11,1700.86
TX2502141165,2025-02-14,Lamb Stew,RTE,Nelspruit,Mpumalanga,15,1604.73,1048.71,1594.67
TX2502147152,2025-02-14,Boerewors,Processed,Polokwane,Limpopo,12,764.03,452.84,762.63
TX2502147632,2025-02-14,Chicken Wings,Fresh,Pretoria,Gauteng,9,507.21,334.03,508.27
TX2502147415,2025-02-14,Chicken Wings,Fresh,Polokwane,Limpopo,9,506.82,333.12,483.16
TX2502148740,2025-02-14,Mini Ribs,RTE,Johannesburg,Gauteng,16,1388.33,962.24,1490.02
TX2502144613,2025-02-14,Lamb Stew,RTE,Nelspruit,Mpumalanga,18,2077.37,1319.68,1917.42
TX2502145352,2025-02-14,Mini Ribs,RTE,Polokwane,Limpopo,13,1148.16,691.37,1207.26
TX2502145186,2025-02-14,Boerewors,Processed,Polokwane,Limpopo,7,465.69,324.17,501.87
TX2502143437,2025-02-14,Rump Steak,Fresh,Pretoria,Gauteng,9,1156.75,681.5,1194.88
TX2502148641,2025-02-14,Rump Steak,Fresh,Pretoria,Gauteng,13,1816.05,1002.16,1794.98
TX2502147062,2025-02-14,Beef Mince,Fresh,Pretoria,Gauteng,3,287.46,172.2,292.02
TX2502148896,2025-02-14,Rump Steak,Fresh,Johannesburg,Gauteng,10,1288.0,890.55,1171.22
TX2502141088,2025-02-14,Lamb Stew,RTE,Johannesburg,Gauteng,17,1923.55,1109.71,2020.54
TX2502142345,2025-02-14,Boerewors,Processed,Polokwane,Limpopo,7,465.54,301.52,438.59
TX2502144212,2025-02-14,Beef Mince,Fresh,Pretoria,Gauteng,16,1512.2,881.52,1464.55
TX2502149994,2025-02-14,Mini Ribs,RTE,Polokwane,Limpopo,13,1102.2,,1010.41
TX2502147915,2025-02-14,Beef Mince,Fresh,Pretoria,Gauteng,20,1938.88,1196.88,1811.55
TX2502142106,2025-02-14,Mini Ribs,RTE,Pretoria,Gauteng,9,801.45,530.1,864.33
TX2502147010,2025-02-14,Boerewors,Processed,Polokwane,Limpopo,15,976.75,661.13,886.02
TX2502146035,2025-02-14,Beef Mince,Fresh,Polokwane,Limpopo,6,557.46,378.81,528.5
TX2502142249,2025-02-14,Mini Ribs,RTE,Nelspruit,Mpumalanga,9,773.76,524.69,718.76
TX2502148878,2025-02-14,Chicken Wings,Fresh,Johannesburg,Gauteng,21,1149.51,693.05,1061.72
TX2502147460,2025-02-14,Pork Chops,Fresh,Nelspruit,Mpumalanga,15,1192.27,745.48,1220.07
TX2502159087,2025-02-15,Russians,Processed,Nelspruit,Mpumalanga,16,722.34,462.99,712.68
TX2502156622,2025-02-15,Lamb Stew,RTE,Polokwane,Limpopo,16,1805.34,1255.32,1971.38
TX2502153157,2025-02-15,Beef Mince,Fresh,Nelspruit,Mpumalanga,6,584.21,363.29,555.85
TX2502151031,2025-02-15,Boerewors,Processed,Johannesburg,Gauteng,15,1010.48,633.63,960.8
TX2502159881,2025-02-15,Lamb Stew,RTE,Johannesburg,Gauteng,16,1813.39,1092.32,1720.69
TX2502153406,2025-02-15,Rump Steak,Fresh,Nelspruit,Mpumalanga,7,934.99,516.69,862.88
TX2502151706,2025-02-15,Rump Steak,Fresh,Pretoria,Gauteng,13,1795.74,1220.92,1695.58
TX2502151977,2025-02-15,Mini Ribs,RTE,Johannesburg,Gauteng,12,1090.98,642.03,1093.05
TX2502153711,2025-02-15,Boerewors,Processed,Polokwane,Limpopo,20,1251.3,848.07,1187.46
TX2502153402,2025-02-15,Chicken Wings,Fresh,Polokwane,Limpopo,10,537.53,295.87,529.78
TX2502155694,2025-02-15,Pork Chops,Fresh,Polokwane,Limpopo,13,1028.38,596.71,1069.5
TX2502157094,2025-02-15,Pork Chops,Fresh,Johannesburg,Gauteng,15,1214.56,773.57,1285.6
TX2502153938,2025-02-15,Chicken Wings,Fresh,Pretoria,Gauteng,24,1346.72,818.68,1218.43
TX2502158363,2025-02-15,Russians,Processed,Johannesburg,Gauteng,3,132.83,85.57,122.2
TX2502152553,2025-02-15,Mini Ribs,RTE,Polokwane,Limpopo,10,927.08,601.77,1017.79
TX2502157024,2025-02-15,Beef Mince,Fresh,Johannesburg,Gauteng,9,856.79,519.68,873.89
TX2502154770,2025-02-15,Russians,Processed,Nelspruit,Mpumalanga,17,759.2,518.18,703.9
TX2502158645,2025-02-15,Beef Mince,Fresh,Nelspruit,Mpumalanga,11,1067.53,716.24,1062.62
TX2502153206,2025-02-15,Mini Ribs,RTE,Polokwane,Limpopo,19,1668.6,1045.38,1646.94
TX2502157146,2025-02-15,Beef Mince,Fresh,Johannesburg,Gauteng,12,1132.67,774.47,1027.57
TX2502155438,2025-02-15,Mini Ribs,RTE,Pretoria,Gauteng,14,1294.31,871.94,1222.53
TX2502154174,2025-02-15,Pork Chops,Fresh,Pretoria,Gauteng,14,1134.15,718.7,1128.59
TX2502158940,2025-02-15,Pork Chops,Fresh,Pretoria,Gauteng,15,1215.91,751.96,1162.27
TX2502154085,2025-02-15,Russians,Processed,Johannesburg,Gauteng,1,46.0,29.14,43.55
TX2502154077,2025-02-15,Beef Mince,Fresh,Johannesburg,Gauteng,4,365.65,228.21,341.28
TX2502155783,2025-02-15,Chicken Wings,Fresh,Pretoria,Gauteng,4,212.46,121.78,227.6
TX2502154447,2025-02-15,Rump Steak,Fresh,Pretoria,Gauteng,11,1503.83,994.01,1606.26
TX2502156626,2025-02-15,Russians,Processed,Johannesburg,Gauteng,6,267.13,162.11,262.77
TX2502153880,2025-02-15,Mini Ribs,RTE,Polokwane,Limpopo,15,1320.24,780.62,1386.76
TX2502167846,2025-02-16,Mini Ribs,RTE,Johannesburg,Gauteng,14,1251.32,837.65,1150.79
TX2502169792,2025-02-16,Russians,Processed,Johannesburg,Gauteng,10,454.36,303.91,439.08
TX2502167867,2025-02-16,Beef Mince,Fresh,Johannesburg,Gauteng,6,544.96,307.48,501.19
TX2502166497,2025-02-16,Mini Ribs,RTE,Pretoria,Gauteng,14,1240.45,810.99,1120.58
TX2502165322,2025-02-16,Chicken Wings,Fresh,Pretoria,Gauteng,11,629.8,354.09,667.43
TX2502168965,2025-02-16,Chicken Wings,Fresh,Pretoria,Gauteng,13,696.65,387.75,709.34
TX2502168250,2025-02-16,Pork Chops,Fresh,Nelspruit,Mpumalanga,9,689.17,465.06,685.84
TX2502168376,2025-02-16,Lamb Stew,RTE,Pretoria,Gauteng,10,1083.34,690.57,1075.69
TX2502168473,2025-02-16,Rump Steak,Fresh,Nelspruit,Mpumalanga,11,1467.95,928.02,1425.35
TX2502167505,2025-02-16,Chicken Wings,Fresh,Johannesburg,Gauteng,11,597.99,384.24,545.47
TX2502166766,2025-02-16,Pork Chops,Fresh,Johannesburg,Gauteng,11,853.97,566.81,913.11
TX2502164372,2025-02-16,Lamb Stew,RTE,Pretoria,Gauteng,24,2696.59,1718.46,2767.67
TX2502162032,2025-02-16,Boerewors,Processed,Johannesburg,Gauteng,10,629.85,361.35,618.17
TX2502166975,2025-02-16,Pork Chops,Fresh,Pretoria,Gauteng,5,385.3,263.06,406.32
TX2502168684,2025-02-16,Russians,Processed,Johannesburg,Gauteng,15,669.89,385.31,641.19
TX2502174580,2025-02-17,Mini Ribs,RTE,Pretoria,Gauteng,9,801.14,516.84,751.48
TX2502172111,2025-02-17,Boerewors,Processed,Polokwane,Limpopo,16,1056.46,729.45,1054.32
TX2502177618,2025-02-17,Chicken Wings,Fresh,Polokwane,Limpopo,18,995.77,676.31,1019.66
TX2502177701,2025-02-17,Mini Ribs,RTE,Polokwane,Limpopo,24,2161.29,1272.18,2366.08
TX2502173112,2025-02-17,Beef Mince,Fresh,Pretoria,Gauteng,9,817.03,569.88,881.71
TX2502177318,2025-02-17,Lamb Stew,RTE,Johannesburg,Gauteng,6,674.71,405.42,688.37
TX2502176230,2025-02-17,Russians,Processed,Polokwane,Limpopo,24,1071.09,742.29,1177.26
TX2502174338,2025-02-17,Boerewors,Processed,Nelspruit,Mpumalanga,5,322.0,183.84,311.5
TX2502172983,2025-02-17,Russians,Processed,Polokwane,Limpopo,6,262.31,152.83,283.6
TX2502171766,2025-02-17,Mini Ribs,RTE,Pretoria,Gauteng,15,1338.8,807.53,1343.51
TX2502175725,2025-02-17,Lamb Stew,RTE,Polokwane,Limpopo,10,1106.98,703.03,1093.23
TX2502174150,2025-02-17,Lamb Stew,RTE,Polokwane,Limpopo,6,660.0,365.58,637.33
TX2502178894,2025-02-17,Lamb Stew,RTE,Johannesburg,Gauteng,19,1998.64,1218.5,2119.29
TX2502179434,2025-02-17,Lamb Stew,RTE,Johannesburg,Gauteng,6,655.09,386.27,669.32
TX2502179778,2025-02-17,Chicken Wings,Fresh,Johannesburg,Gauteng,19,1026.38,596.84,955.44
TX2502172114,2025-02-17,Mini Ribs,RTE,Polokwane,Limpopo,17,1439.45,921.65,1568.27
TX2502178554,2025-02-17,Chicken Wings,Fresh,Pretoria,Gauteng,11,616.84,383.46,655.96
TX2502177707,2025-02-17,Beef Mince,Fresh,Pretoria,Gauteng,17,1693.71,1025.62,1777.41
TX2502171642,2025-02-17,Boerewors,Processed,Johannesburg,Gauteng,8,532.47,363.6,516.42
TX2502176880,2025-02-17,Lamb Stew,RTE,Polokwane,Limpopo,10,1110.4,735.84,1175.03
TX2502173007,2025-02-17,Pork Chops,Fresh,Pretoria,Gauteng,11,843.74,497.03,913.29
TX2502173780,2025-02-17,Boerewors,Processed,Polokwane,Limpopo,5,316.6,,321.28
TX2502171176,2025-02-17,Beef Mince,Fresh,Johannesburg,Gauteng,10,969.64,615.26,885.83
TX2502173437,2025-02-17,Rump Steak,Fresh,Nelspruit,Mpumalanga,20,2698.4,1706.15,2750.52
TX2502179292,2025-02-17,Rump Steak,Fresh,Pretoria,Gauteng,10,1380.18,907.19,1487.93
TX2502176357,2025-02-17,Lamb Stew,RTE,Nelspruit,Mpumalanga,19,2010.41,1296.3,2097.63
TX2502172263,2025-02-17,Mini Ribs,RTE,Pretoria,Gauteng,10,894.45,613.92,868.83
TX2502172581,2025-02-17,Beef Mince,Fresh,Pretoria,Gauteng,15,1410.18,795.88,1428.47
TX2502178289,2025-02-17,Boerewors,Processed,Johannesburg,Gauteng,9,590.71,393.44,574.36
TX2502173238,2025-02-17,Pork Chops,Fresh,Johannesburg,Gauteng,9,706.3,391.34,751.6
TX2502176635,2025-02-17,Russians,Processed,Polokwane,Limpopo,9,413.31,287.18,394.66
TX2502177897,2025-02-17,Rump Steak,Fresh,Pretoria,Gauteng,9,1230.7,787.23,1121.06
TX2502171644,2025-02-17,Mini Ribs,RTE,Polokwane,Limpopo,9,771.2,529.08,774.07
TX2502178171,2025-02-17,Beef Mince,Fresh,Nelspruit,Mpumalanga,23,2236.34,1361.28,2399.08
TX2502187687,2025-02-18,Lamb Stew,RTE,Pretoria,Gauteng,10,1110.85,699.04,1197.53
TX2502183281,2025-02-18,Lamb Stew,RTE,Pretoria,Gauteng,6,630.55,396.77,576.78
TX2502189787,2025-02-18,Mini Ribs,RTE,Nelspruit,Mpumalanga,11,1000.36,586.72,1093.9
TX2502181313,2025-02-18,Pork Chops,Fresh,Pretoria,Gauteng,10,743.1,518.69,814.4
TX2502184035,2025-02-18,Pork Chops,Fresh,Nelspruit,Mpumalanga,18,1347.9,846.92,1374.78
TX2502188294,2025-02-18,Mini Ribs,RTE,Pretoria,Gauteng,5,462.79,270.43,435.94
TX2502182114,2025-02-18,Mini Ribs,RTE,Pretoria,Gauteng,14,1261.69,713.36,1321.88
TX2502181172,2025-02-18,Beef Mince,Fresh,Nelspruit,Mpumalanga,10,965.22,543.22,913.49
TX2502189656,2025-02-18,Boerewors,Processed,Polokwane,Limpopo,17,1091.95,653.93,1094.14
TX2502185793,2025-02-18,Chicken Wings,Fresh,Pretoria,Gauteng,5,267.33,164.25,247.28
TX2502184445,2025-02-18,Beef Mince,Fresh,Polokwane,Limpopo,3,274.75,175.18,269.62
TX2502182292,2025-02-18,Chicken Wings,Fresh,Polokwane,Limpopo,12,645.04,391.23,685.06
TX2502187476,2025-02-18,Mini Ribs,RTE,Nelspruit,Mpumalanga,10,883.5,579.73,912.72
TX2502184551,2025-02-18,Russians,Processed,Polokwane,Limpopo,12,556.02,324.81,610.9
TX2502182040,2025-02-18,Chicken Wings,Fresh,Pretoria,Gauteng,8,453.6,306.56,480.35
TX2502182515,2025-02-18,Rump Steak,Fresh,Polokwane,Limpopo,12,1661.59,981.56,1555.62
TX2502183952,2025-02-18,Lamb Stew,RTE,Nelspruit,Mpumalanga,22,2437.85,1646.87,2569.02
TX2502183562,2025-02-18,Rump Steak,Fresh,Johannesburg,Gauteng,10,1347.15,788.41,1215.2
TX2502184054,2025-02-18,Beef Mince,Fresh,Nelspruit,Mpumalanga,11,1052.51,588.72,1004.2
TX2502182423,2025-02-18,Beef Mince,Fresh,Polokwane,Limpopo,13,1243.42,711.36,1357.3
TX2502186258,2025-02-18,Beef Mince,Fresh,Johannesburg,Gauteng,9,857.68,575.49,925.67
TX2502183641,2025-02-18,Pork Chops,Fresh,Pretoria,Gauteng,7,531.25,324.0,478.85
TX2502189598,2025-02-18,Lamb Stew,RTE,Pretoria,Gauteng,21,2261.68,1582.42,2178.96
TX2502189772,2025-02-18,Russians,Processed,Pretoria,Gauteng,21,926.53,602.09,858.05
TX2502184800,2025-02-18,Chicken Wings,Fresh,Nelspruit,Mpumalanga,15,839.58,478.89,794.7
TX2502184029,2025-02-18,Beef Mince,Fresh,Johannesburg,Gauteng,10,942.59,626.65,866.22
TX2502188667,2025-02-18,Lamb Stew,RTE,Nelspruit,Mpumalanga,23,2489.34,1654.34,2603.0
TX2502196025,2025-02-19,Pork Chops,Fresh,Polokwane,Limpopo,19,1555.99,990.83,1652.06
TX2502195058,2025-02-19,Boerewors,Processed,Johannesburg,Gauteng,4,271.82,156.25,276.51
TX2502195043,2025-02-19,Boerewors,Processed,Pretoria,Gauteng,14,937.12,646.39,921.64
TX2502195174,2025-02-19,Beef Mince,Fresh,Johannesburg,Gauteng,9,857.95,536.7,865.73
TX2502197618,2025-02-19,Mini Ribs,RTE,Polokwane,Limpopo,10,877.4,483.32,809.93
TX2502195018,2025-02-19,Rump Steak,Fresh,Nelspruit,Mpumalanga,7,928.47,571.44,963.74
TX2502194211,2025-02-19,Beef Mince,Fresh,Pretoria,Gauteng,4,376.31,221.68,363.13
TX2502195284,2025-02-19,Beef Mince,Fresh,Polokwane,Limpopo,9,857.28,542.73,856.03
TX2502198162,2025-02-19,Beef Mince,Fresh,Pretoria,Gauteng,7,640.44,437.16,666.67
TX2502195850,2025-02-19,Russians,Processed,Johannesburg,Gauteng,15,641.63,411.27,629.1
TX2502195893,2025-02-19,Rump Steak,Fresh,Johannesburg,Gauteng,14,1828.32,1176.53,1833.54
TX2502195875,2025-02-19,Rump Steak,Fresh,Nelspruit,Mpumalanga,9,1227.32,687.59,1274.18
TX2502197439,2025-02-19,Russians,Processed,Nelspruit,Mpumalanga,12,523.57,304.76,491.96
TX2502197349,2025-02-19,Boerewors,Processed,Johannesburg,Gauteng,12,792.42,439.03,763.78
TX2502192726,2025-02-19,Mini Ribs,RTE,Nelspruit,Mpumalanga,20,1744.93,1017.83,1639.11
TX2502199592,2025-02-19,Lamb Stew,RTE,Pretoria,Gauteng,25,2827.53,1820.63,2817.38
TX2502198617,2025-02-19,Beef Mince,Fresh,Pretoria,Gauteng,15,1395.06,914.51,1484.36
TX2502191069,2025-02-19,Mini Ribs,RTE,Pretoria,Gauteng,1,92.37,61.7,94.23
TX2502195812,2025-02-19,Boerewors,Processed,Johannesburg,Gauteng,12,807.57,518.16,813.66
TX2502199073,2025-02-19,Pork Chops,Fresh,Polokwane,Limpopo,7,568.28,316.9,611.92
TX2502198439,2025-02-19,Lamb Stew,RTE,Pretoria,Gauteng,16,1675.94,1063.16,1526.64
TX2502197127,2025-02-19,Rump Steak,Fresh,Pretoria,Gauteng,11,1546.32,1049.96,1675.7
TX2502203085,2025-02-20,Beef Mince,Fresh,Polokwane,Limpopo,18,1745.89,1063.01,1800.63
TX2502206508,2025-02-20,Russians,Processed,Johannesburg,Gauteng,5,229.92,129.42,214.2
TX2502204132,2025-02-20,Russians,Processed,Polokwane,Limpopo,14,656.05,372.31,665.8
TX2502202684,2025-02-20,Russians,Processed,Nelspruit,Mpumalanga,17,747.18,503.85,694.05
TX2502201295,2025-02-20,Pork Chops,Fresh,Johannesburg,Gauteng,6,476.75,327.14,490.39
TX2502205106,2025-02-20,Mini Ribs,RTE,Polokwane,Limpopo,13,1200.86,746.42,1208.38
TX2502207947,2025-02-20,Russians,Processed,Pretoria,Gauteng,8,370.33,225.6,361.95
TX2502203520,2025-02-20,Boerewors,Processed,Johannesburg,Gauteng,10,657.67,392.44,614.59
TX2502207005,2025-02-20,Russians,Processed,Nelspruit,Mpumalanga,14,627.39,349.53,569.28
TX2502204535,2025-02-20,Beef Mince,Fresh,Pretoria,Gauteng,9,874.73,526.93,956.61
TX2502206272,2025-02-20,Chicken Wings,Fresh,Pretoria,Gauteng,9,491.35,335.52,477.71
TX2502206921,2025-02-20,Boerewors,Processed,Pretoria,Gauteng,13,878.95,568.12,876.88
TX2502205471,2025-02-20,Mini Ribs,RTE,Polokwane,Limpopo,13,1162.42,792.41,1058.83
TX2502203826,2025-02-20,Beef Mince,Fresh,Pretoria,Gauteng,12,1121.74,697.17,1068.86
TX2502206163,2025-02-20,Beef Mince,Fresh,Polokwane,Limpopo,10,917.48,583.8,915.45
TX2502204458,2025-02-20,Rump Steak,Fresh,Nelspruit,Mpumalanga,15,1952.36,1154.66,2013.24
TX2502204237,2025-02-20,Pork Chops,Fresh,Pretoria,Gauteng,13,1054.27,608.98,968.13
TX2502202524,2025-02-20,Russians,Processed,Nelspruit,Mpumalanga,9,421.76,290.52,404.74
TX2502203684,2025-02-20,Mini Ribs,RTE,Nelspruit,Mpumalanga,8,734.98,420.32,673.13
TX2502209614,2025-02-20,Pork Chops,Fresh,Nelspruit,Mpumalanga,16,1229.34,741.84,1199.57
TX2502203082,2025-02-20,Lamb Stew,RTE,Nelspruit,Mpumalanga,7,740.67,468.41,685.64
TX2502201310,2025-02-20,Russians,Processed,Pretoria,Gauteng,6,263.54,145.51,248.58
TX2502205099,2025-02-20,Boerewors,Processed,Johannesburg,Gauteng,4,270.35,161.65,297.38
TX2502212511,2025-02-21,Boerewors,Processed,Nelspruit,Mpumalanga,15,951.09,596.62,959.09
TX2502211123,2025-02-21,Beef Mince,Fresh,Nelspruit,Mpumalanga,5,478.59,305.52,450.97
TX2502212443,2025-02-21,Russians,Processed,Nelspruit,Mpumalanga,17,734.03,476.19,783.29
TX2502212854,2025-02-21,Pork Chops,Fresh,Pretoria,Gauteng,12,932.39,526.31,858.85
TX2502212383,2025-02-21,Pork Chops,Fresh,Polokwane,Limpopo,14,1091.61,630.96,1199.17
TX2502212453,2025-02-21,Lamb Stew,RTE,Johannesburg,Gauteng,16,1835.49,1238.73,1889.78
TX2502214833,2025-02-21,Lamb Stew,RTE,Johannesburg,Gauteng,11,1150.67,648.32,1117.93
TX2502213013,2025-02-21,Chicken Wings,Fresh,Polokwane,Limpopo,6,342.54,230.48,357.2
TX2502217811,2025-02-21,Lamb Stew,RTE,Polokwane,Limpopo,14,1563.7,946.69,1555.16
TX2502215401,2025-02-21,Lamb Stew,RTE,Pretoria,Gauteng,21,2267.07,1389.17,2313.85
TX2502216623,2025-02-21,Lamb Stew,RTE,Nelspruit,Mpumalanga,14,1575.6,893.41,1623.85
TX2502215338,2025-02-21,Russians,Processed,Johannesburg,Gauteng,17,729.69,500.52,795.77
TX2502219405,2025-02-21,Beef Mince,Fresh,Polokwane,Limpopo,4,367.85,235.32,344.11
TX2502218324,2025-02-21,Russians,Processed,Nelspruit,Mpumalanga,20,896.48,545.15,900.31
TX2502214294,2025-02-21,Mini Ribs,RTE,Pretoria,Gauteng,13,1148.27,718.17,1243.89
TX2502215950,2025-02-21,Rump Steak,Fresh,Polokwane,Limpopo,12,1586.56,1060.71,1511.78
TX2502212683,2025-02-21,Russians,Processed,Polokwane,Limpopo,9,385.63,269.94,405.85
TX2502211973,2025-02-21,Rump Steak,Fresh,Polokwane,Limpopo,10,1382.91,829.52,1383.54
TX2502216128,2025-02-21,Pork Chops,Fresh,Johannesburg,Gauteng,9,702.11,405.98,694.22
TX2502215792,2025-02-21,Lamb Stew,RTE,Nelspruit,Mpumalanga,1,115.11,77.96,117.91
TX2502213775,2025-02-21,Mini Ribs,RTE,Johannesburg,Gauteng,18,1609.24,1053.64,1678.87
TX2502215611,2025-02-21,Mini Ribs,RTE,Nelspruit,Mpumalanga,24,2172.83,1313.26,1964.11
TX2502219419,2025-02-21,Rump Steak,Fresh,Polokwane,Limpopo,20,2689.77,1555.76,2544.64
TX2502218023,2025-02-21,Boerewors,Processed,Johannesburg,Gauteng,11,706.63,406.92,651.64
TX2502224521,2025-02-22,Mini Ribs,RTE,Polokwane,Limpopo,14,1225.27,850.62,1227.11
TX2502225153,2025-02-22,Beef Mince,Fresh,Nelspruit,Mpumalanga,12,1113.56,676.52,1146.61
TX2502229784,2025-02-22,Rump Steak,Fresh,Pretoria,Gauteng,15,1985.58,1250.5,1808.72
TX2502226116,2025-02-22,Beef Mince,Fresh,Polokwane,Limpopo,11,1085.15,645.39,1024.63
TX2502227147,2025-02-22,Lamb Stew,RTE,Johannesburg,Gauteng,15,1616.86,967.26,1731.41
TX2502222116,2025-02-22,Beef Mince,Fresh,Nelspruit,Mpumalanga,8,744.28,458.48,713.88
TX2502228953,2025-02-22,Mini Ribs,RTE,Nelspruit,Mpumalanga,8,721.53,494.92,790.32
TX2502222933,2025-02-22,Mini Ribs,RTE,Johannesburg,Gauteng,15,1278.35,704.76,1401.37
